False	/tTUny0vCOTchpUkZlD7D96kqaZI.jpg		0	[{'id': 53, 'name': 'Thriller'}]		530447		es	Olías tan bien mi amor		0.69	/tXX9qzeiv6rLtIJBRMFItxu6Y71.jpg	[{'id': 105696, 'logo_path': None, 'name': 'APFilms', 'origin_country': ''}]	[{'iso_3166_1': 'ES', 'name': 'Spain'}]	2018-05-04	0		[]	Released		Olías tan bien mi amor	False	9.0	1
False			0	[]		530446		en	Phish - 2015-08-22 Watkins Glen, NY Magnaball Festival - Day set	WATKINS GLEN INTERNATIONAL  Watkins Glen, NY  SET 1: Divided Sky, The Moma Dance > Mound, Army of One, Scabbard > Sample in a Jar, Tube, Halfway to the Moon, Camel Walk, How Many People Are You, When the Circus Comes, Undermind > Run Like an Antelope	0.6		[]	[]		0		[]	Released		Phish - 2015-08-22 Watkins Glen, NY Magnaball Festival - Day set	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]		530445	tt0312343	ru	Алмазы для Марии	"Mary and Ivan are working on a diamond factory. The wedding day is already set. But Ivan has a secret: during his stay in prison, the leader of the gang gave him a bag of diamonds for safekeeping. Return the ""stones"" factory — means to Express itself as a partner in crime, throw — sorry, but left for Mary — to destroy love. Soon the ""friend"" made itself felt and demanded to repay the debt…"	0.6	/yNY1zXbWcWBfmNSxPzL6aghh0Dy.jpg	[{'id': 344, 'logo_path': '/xenuUvcunUNpbaDOYGhWZERaym7.png', 'name': 'Mosfilm', 'origin_country': 'SU'}]	[{'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'SU', 'name': 'Soviet Union'}]	1976-02-02	0	76	[{'iso_639_1': 'ru', 'name': 'Pусский'}]	Released		Diamonds for Mariya	False	5.0	1
False			0	[]		530444	tt7445642	en	Everest the Hard Way	The classic expedition documentary of the 1975 British Expedition led by Chris Bonington up the South West Face of Everest. The summit was reached by Doug Scott and Dougal Haston followed by an epic bivouac just below the summit. Sadly mountaineer and cameraman Mick Burke died near the summit a day later. Peter Boardman and Pertemba summitted a few days later and made a harrowing descent, finding the top of the fixed ropes only by chance. In many ways, this films records both the end of an era the of big British national expeditions and is the harbinger of a the new alpine style in the Himalaya.	0.6		[]	[]		0	55	[]	Released		Everest the Hard Way	False	0.0	0
False			0	[{'id': 99, 'name': 'Documentary'}]		530443	tt0429616	de	Autobahn Ost	With their border crossings, transit routes and their control by the “Volks-Polizei” (GDR police), with their concrete slabs and their history of construction, reaching back to the “Reichsautobahn” of the National Socialist era, the AUTOBAHN east stands as an example of German and German-German history. With a flair for anecdotes and situations, big politics and the small folks along the side of the road, Gerd Kroske has filmed a documentary, which refers back to the educational films of the transit police and footage of surveillance cameras of the state security and shows much more than a piece of “civil engineering” history.	0.6	/z6VlXVaEhov9sDnfluP3RxK0zVO.jpg	[]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	2004-11-04	0	95	[{'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Highway East	False	0.0	0
False	/e71OYBLTWRayGVlUYAdVya9XrAB.jpg		0	[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]		530442	tt6997574	en	My Teacher, My Obsession	Riley is struggling to make friends after transferring to a new high school where her father, Chris, is an English teacher. When she meets Kyla, they quickly becomes close friends. However, the friendship takes a strange turn when Riley learns that Kyla is obsessed with her dad. Will Kyla successfully seduce Chris and start a twisted new life with him by removing everyone in her path, or will Riley be able to save her father from Kyla’s treacherous plot before it’s too late?	4.884	/zrdhT7Mkk23M59cdV0aaiHLYQWs.jpg	[{'id': 109014, 'logo_path': '/vm7S29lX7zNSM4DxTeduJCtAUxa.png', 'name': 'Sunshine Films', 'origin_country': 'US'}]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2018-06-12	0	105	[{'iso_639_1': 'en', 'name': 'English'}]	Released	An innocent crush turned deadly	My Teacher, My Obsession	False	4.9	45
False			0	[{'id': 99, 'name': 'Documentary'}]		530441	tt1470869	de	La Villette	Only two months after the fall of the Berlin Wall, in January 1990, almost two hundred controversial East German visual and performance artists—including Jürgen Böttcher, the Autoperforation Artists, AG Geige, Via Lewandowsky, Trak Wendisch, Conny Hege, Klaus Killisch, Helga Paris and Hanns Schimansky—presented works rarely shown in the GDR at the exhibition space in the former La Villette slaughterhouses on the outskirts of Paris.	0.6	/r2Qw9MUBe1xL0kO1Al7dyzJqzm.jpg	[{'id': 72750, 'logo_path': None, 'name': 'DEFA-Studio für Dokumentarfilme', 'origin_country': ''}]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	1990-07-17	0	53	[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		La Villette	False	0.0	0
False			0	[{'id': 99, 'name': 'Documentary'}]		530440	tt1470867	de	Kurt oder Du sollst lachen	Kurt Wans(z)ki has spent his life in psychatric clinics. He is diagnosed as: retarded to the level of early childhood, incapable of learning. Free from all pressure he has constructed a world of himself in the clinic. A survivor, musican and painter in the streets of East-Berlin. The Film questions the conventional concepts of „normaly“.	0.6	/aBG4wKdC0qSBNkaZO14fnNmfCif.jpg	[{'id': 72750, 'logo_path': None, 'name': 'DEFA-Studio für Dokumentarfilme', 'origin_country': ''}]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	1992-05-06	0	30	[{'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Kurt - You Shall Laugh	False	0.0	0
False			0	[{'id': 35, 'name': 'Comedy'}]		530439		cn	失眠俱樂部	Welcome to the No Sleep Club where you are never alone in fighting insomnia. The three members of the Club, including the hot-headed and now unemployed chef who often goes on profanity-laced tirades, Tina, a runaway forbidden by her parents to pursue dancing, and William, the poet who feels underappreciated. They share a common objective: to be cured of insomnia and leave the Club. Chi, the latest chairman of the Club, is in charge after losing both his girlfriend and his sleep, bringing a breath of fresh air and a new goal to the Club.	0.6	/rB9yqqIditOPY0rNcZK6dHZoEUG.jpg	[]	[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]	2018-05-05	0	25	[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]	Released		No Sleep Club	False	0.0	0
False			0	[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]		530438	tt7239434	en	The Modern Lives	An epic music film comprised of 6 songs by blues rock musician Jackie Greene, animated by Bill Plympton. The music film follows Mr. Greene on tour in America and journeys through fantastic planets, the American South, the landscapes of his mind, and more.	1.158		[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2018-03-28	0	30	[]	Released		The Modern Lives	False	0.0	0
False	/8lgdICoLDLVGglelPOH8TDcOc0B.jpg		0	[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]		530437	tt7690774	is	Víti í Vestmannaeyjum	Every year, on a large island just outside of Iceland, there is a huge football tournament for kids. Ten-year-old Jón and his team go to compete, but he will have to grow up faster than expected, both on and off the pitch.	0.677	/wEPUHkppj4HgAJQCCsBqDLcJLiB.jpg	[]	[{'iso_3166_1': 'IS', 'name': 'Iceland'}]	2018-03-09	0	97	[{'iso_639_1': 'is', 'name': 'Íslenska'}]	Released		The Falcons	False	7.0	2
False			0	[{'id': 99, 'name': 'Documentary'}]		530436	tt1529657	de	Schranken	In the 80’s, new border barrier systems were used in the former GDR. The escape attempts with cars towards West Germany increased. Metal workers and Stasi (Ministry for State Security) are working hand in hand for the defence against “terrorism” in order to prevent escape attempts. In conspiratorial work they created new barriers after their actual working hours. Crash tests for the defence against terrorism, collisions for the case of emergency. Cars crashing into the new barricades, leaving a total loss. From the mid-80s those barriers were installed at all border crossing points. BOUNDS is about the motivation of all who were involved, from tragic ending escapes and gives insight into the German engineering ingenuity and the military spirit.	0.6	/1xpfUX4wr5xlpNFMANmyyshJFGP.jpg	[{'id': 81900, 'logo_path': None, 'name': 'Realistfilm', 'origin_country': ''}]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	2009-11-05	0	95	[{'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Bounds	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}]		530435	tt0217982	ru	Адрес вашего дома		0.6	/eghzgnCyZLoGxqrvAyGBeKy5Dpf.jpg	[{'id': 4581, 'logo_path': None, 'name': 'Dovzhenko Film Studios', 'origin_country': 'UA'}]	[{'iso_3166_1': 'SU', 'name': 'Soviet Union'}]	1973-12-18	0	86	[{'iso_639_1': 'ru', 'name': 'Pусский'}]	Released		Adres vashego doma	False	6.0	1
False			0	[{'id': 99, 'name': 'Documentary'}]		530434		de	Die Stundeneiche	There’s an oak tree that was familiar to everyone who used to drive along the highway just south of Berlin. Until 2004, it stood between the small suburban town of Ludwigsfelde and the intersection at Nuthetal. In the times of the German Democratic Republic (GDR), it took one hour to drive – in one of the famous East German “Trabant” cars – from the position of the tree to the East Berlin city center, which is why it was called the One-Hour Oak Tree. When the famous oak so steeped in history was cut down, the idea emerged to turn it into a sculpture.	0.6	/jLAMpJ1VfR46sNsghsvLvqjCHup.jpg	[{'id': 81900, 'logo_path': None, 'name': 'Realistfilm', 'origin_country': ''}]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	2006-01-01	0	60	[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}]	Released		The Hour Oak	False	0.0	0
False			0	[{'id': 16, 'name': 'Animation'}]		530433		en	Lopoly	A bee and a young woman attempt to escape a prison. Confronted by a guard, the bee sacrifices itself to free to the girl.	0.6	/c8wfpgYa2v3NbHVNDxf7NsAaVr9.jpg	[]	[{'iso_3166_1': 'AU', 'name': 'Australia'}]	2017-01-01	0	3	[]	Released		Lopoly	False	0.0	0
False			0	[{'id': 99, 'name': 'Documentary'}]		530432	tt0175639	de	Galera	Documentary by Gerd Kroske.	0.6	/wHK6WO1WzpLQGnfCRbe1LJz24Ay.jpg	[]	[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]	1998-03-26	0	101	[{'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Galera	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}]		530431		cn	艷陽天	A story between a middle-aged lounge singer in Hong Kong and her son who has emigrated to Canada.	0.6	/kCFOLUtwU3YjPmOjoko1L7DrrXd.jpg	[]	[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]	2018-05-05	0	25	[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]	Released		Bright Spring Days	False	0.0	0
False			0	[]		530430		en	Before Grenfell: A Hidden History	Residents of the community around Grenfell Tower tell an extraordinary story, 150 years in the making, of how their borough became the most unequal place in Britain.	0.902	/j7HiucCbyLKHW8S7hnl1kOJrThM.jpg	[{'id': 2600, 'logo_path': '/ePDVrW3gJCd3kxi8ucLckJoG3Bu.png', 'name': 'Blast! Films', 'origin_country': 'GB'}, {'id': 103287, 'logo_path': '/2f1yKuoXx3qdEJVMF46kkXOsVll.png', 'name': 'BBC Two', 'origin_country': 'GB'}]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]	2018-06-14	0	60	[]	Released		Before Grenfell: A Hidden History	False	0.0	0
False			0	[]		530429	tt7369914	en	The Final Act of Joey Jumbler	A party clown must fight to keep his smile on.	1.4	/lfXb2jhXBMuKik1SVa5Ns0fGm0a.jpg	[]	[]	2018-04-28	0	11	[]	Released		The Final Act of Joey Jumbler	False	0.0	0
False			0	[{'id': 16, 'name': 'Animation'}]		530428		en	Preimage	A complex dance of sound and image.	0.6	/5bjlwZwzqVxCQRCyhkEVg1Zfjvz.jpg	[]	[{'iso_3166_1': 'AU', 'name': 'Australia'}]	2017-01-01	0	4	[]	Released		Preimage	False	0.0	0
False			0	[{'id': 99, 'name': 'Documentary'}]		530427	tt0429232	de	Vokzal - Bahnhof Brest	Brest is not situated in Brittany. The terminus Brest is the frontier station between Belorussia and Poland. This place has seen many conquerors come and go. Therefore the terminus is a real and an anonymous space for telling about history and human fate.	0.6	/21O3TTi8YJI62pt1qVvFnfMudot.jpg	[]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	1994-02-16	0	91	[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]	Released		Terminus Brest	False	0.0	0
False	/rGZTxInvxbrum7trumE6vd2aePi.jpg		0	[{'id': 18, 'name': 'Drama'}]		530425	tt0149745	ru	Автопортрет неизвестного	A strange combination of circumstances leads the forty-year-old engineer Igor into the hall of the old cinema, where the film session has already begun. The main character of the picture is the poet Belov, the same romantic loser, disappointed in himself and in everything - surprisingly similar to him. Moreover, Igor soon realizes that he is looking from the side at his own life. What is happening on the screen becomes a shock and revelation for him. In the dark hall of the mysterious cinema, fate gives Igor the only chance to start all over again.	0.6	/e6uC8McWA5H2wLKSOXynWGEJzy7.jpg	[{'id': 4581, 'logo_path': None, 'name': 'Dovzhenko Film Studios', 'origin_country': 'UA'}]	[{'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'UA', 'name': 'Ukraine'}]	1988-12-03	0	74	[{'iso_639_1': 'ru', 'name': 'Pусский'}]	Released		Selfportrait of an Unknown Man	False	6.0	1
False			0	[{'id': 99, 'name': 'Documentary'}]		530424	tt0319657	de	Kehrein, kehraus	Gabi, Stefan and Henry used to work as street-sweepers for the city of Leipzig. A ruin is all that is left of the Municipal Street Cleaning Base of that time and the city Leipzig is moving after the reunion. The noise of air hammers are everywhere. Nowadays their daily routine has become fragile between social welfare office, pub, and their homes. There is always a remainder, something that doesn´t work out even.	0.6	/xYSaMfvmFVYMHyX0nALlVn9PW4z.jpg	[{'id': 81900, 'logo_path': None, 'name': 'Realistfilm', 'origin_country': ''}]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	1997-05-07	0	70	[{'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Sweep it Up, Swig it Down	False	0.0	0
False	/3Tf01Vl96CtFMEvgTIFuKyJGdZR.jpg		0	[{'id': 18, 'name': 'Drama'}]		530423		it	Le Farfalle Non Sanno Nuotare	Nabil has to deal with his fear of water caused by a trauma he had, which he tries, day after day, to fight.	0.65	/6RED4kiUFBCGKbcnOPtevuTX7wi.jpg	[]	[{'iso_3166_1': 'IT', 'name': 'Italy'}]		0	13	[{'iso_639_1': 'it', 'name': 'Italiano'}]	Released		Butterflies Can't Swim	False	7.3	2
False			0	[{'id': 99, 'name': 'Documentary'}]		530422	tt1470865	de	Kehraus	Leipzig is in a period of change. The uproar of Autumn ’89 is followed by a hectic electoral campaign in Spring ’90. Nightly conversations with street sweepers are dominated by hopelessness and broken self-confidence, but one can also recognise a keen sense for the change in social climate following the political unification in the GDR. Despite their lack of illusions, they have an acute view of their surroundings, and for these street sweepers only one certainty prevails: there will always be dirt.	0.6	/wtcL21lmfcjozSOscvGsJbrilJ7.jpg	[{'id': 72750, 'logo_path': None, 'name': 'DEFA-Studio für Dokumentarfilme', 'origin_country': ''}]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	1990-11-04	0	30	[{'iso_639_1': 'de', 'name': 'Deutsch'}]	Released		Sweeping	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10770, 'name': 'TV Movie'}]		530421	tt7442320	fr	Les crimes silencieux		0.6	/mAaZ29Qo1HCwafATaE0PIGvOkvO.jpg	[]	[{'iso_3166_1': 'FR', 'name': 'France'}]	2017-09-23	0		[{'iso_639_1': 'fr', 'name': 'Français'}]	Released		Les crimes silencieux	False	4.0	1
False			0	[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]	https://www.youtube.com/watch?v=OQGamizRCEo&t=91s	530419		en	Attack of the Killer Screenwriter	A naive young screenwriter begins crafting a cliche-ridden horror masterpiece- but he soon discovers that putting the final girl through hell has its consequences...	0.622		[]	[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]	2018-06-15	0	6	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Attack of the Killer Screenwriter	False	0.0	0
False			0	[{'id': 35, 'name': 'Comedy'}]		530418	tt5699158	en	Frankie Keeps Talking	A young woman goes to drastic lengths to get the attention of her coffee date.	0.6	/sFTwegif1bnrdBifKeVMqXadoQq.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2016-01-01	0	7	[{'iso_639_1': 'en', 'name': 'English'}]	Released		Frankie Keeps Talking	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}]		530417	tt6179276	en	Needle Boy	Life has become unbearable for 23 year old Nick who is convinced that he's an evil person. Consequently, he shows up at Aarhus University with a gun in his pocket wanting to shoot his fellow students.	2.856	/graYxyHxbi7NHiQHOJZzU3pnVUS.jpg	[]	[{'iso_3166_1': 'DK', 'name': 'Denmark'}]	2016-11-05	0	76	[{'iso_639_1': 'da', 'name': 'Dansk'}]	Released		Needle Boy	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}]		530416	tt1703036	de	Das tickende Herz		0.6		[]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	1969-03-23	0		[]	Released		Das tickende Herz	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}]		530414		en	كارما	A social drama that deals with the tense relationship between Muslims and Christians, through the story of a young Muslim who falls in love with a Christian girl and marries her despite the objection of everyone. On the other hand it revolves around the involvement of a businessman in a major corruption case in the country.	1.141	/2hcJsAyl9MMd2cKJD6raBEJ8N7I.jpg	[]	[{'iso_3166_1': 'EG', 'name': 'Egypt'}]	2018-06-16	0		[{'iso_639_1': 'ar', 'name': 'العربية'}]	Released		Karma	False	0.0	0
False			0	[]		530413		ru	Где 042?		0.6	/b9jFsDbYweeZnddnK3WEpnO0TPX.jpg	[]	[]		0		[]	Released		Где 042?	False	8.0	1
False			0	[{'id': 35, 'name': 'Comedy'}]		530412	tt8415878	en	Binge	Identical twin sisters, Ani and Ale, are addicted to teen-soap, 'Runyon'. Although they are drifting apart, the sisters share a love for Johnny, the James Dean-esque main character of the show. As they binge-watch 'Runyon', one twin tries to navigate her first relationship while the other manifests her ultimate fantasy.	1.506	/mOqcRnacjUY9xtTTwDrBELduocQ.jpg	[]	[{'iso_3166_1': 'US', 'name': 'United States of America'}]	2018-01-01	0	10	[{'iso_639_1': 'en', 'name': 'English'}]	Released	Are you still watching?	Binge	False	3.8	2
False			0	[{'id': 14, 'name': 'Fantasy'}]		530411	tt1130743	de	Das Märchen von der harten Nuß		0.6		[]	[{'iso_3166_1': 'AT', 'name': 'Austria'}]	1972-12-08	0		[]	Released		Das Märchen von der harten Nuß	False	0.0	0
False			0	[]		530410		en	Boys from Brazil	History of the Brazilian national football team from 1930 to 1986.	0.6		[]	[]		0	83	[]	Released		Boys from Brazil	True	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]		530409		ms	Tergantung Rindu	The story of two siblings apart from the debts of their uncle trying to meet again They collect money by becoming street musicians.	0.6	/poRYRCf1dBqh196S0YYPXhcc0p8.jpg	[{'id': 101740, 'logo_path': None, 'name': 'Arie Zaharie Production Sdn Bhd', 'origin_country': ''}]	[{'iso_3166_1': 'MY', 'name': 'Malaysia'}]	2018-06-09	0	89	[{'iso_639_1': 'ms', 'name': 'Bahasa melayu'}]	Released		Tergantung Rindu	False	0.0	0
False	/4dSxsTdjRvsTVuqqab9bQIKaOlP.jpg		0	[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]		530408		ms	Di Penghujung Sujud	At the End of Sujud narrates about a man named Arif. Legs and limbs are defective after being involved in the accident. The incidents that have taken place several years ago have been caused by the narrowing. Arif lives with his mother, Zainab who is getting sick. To support her life and her mother, Arif worked as a burger seller. But Arif often receives a cousin from the village because his life is far different from his other siblings.	0.701	/1ffTx3B7T7XUJzXGVFV31fKkce3.jpg	[{'id': 86232, 'logo_path': None, 'name': 'Tanah Beris Film Production Sdn Bhd', 'origin_country': ''}]	[]	2018-06-15	0	88	[{'iso_639_1': 'ms', 'name': 'Bahasa melayu'}]	Released		Di Penghujung Sujud	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}]		530407	tt1221994	de	Das Weib auf dem Panther		0.6		[]	[{'iso_3166_1': 'DE', 'name': 'Germany'}]	1923-03-25	0		[]	Released		Das Weib auf dem Panther	False	0.0	0
False			0	[]		530406	tt3025636	en	Searching for Fortune	With the news of his brothers death, Michael's world is turned upside down as he begins a journey of self-assessment, self-reflection, and self-discovery.	0.6	/enh3SGWBpWHfax7oQ0hXUZm4q6r.jpg	[]	[]	2018-06-15	0	87	[]	Released		Searching for Fortune	False	0.0	0
False			0	[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]		530405	tt6907472	en	Deux Égarés Sont Morts	In a wild landscape, Vera and Matteo live their first date of love. The girl's father surprises them and assaults the boy. At the end of a fierce fight, Matteo knocks down man. Vera asks the boy to take her to dance.	0.6	/jyDAVM1WliFxfZBo1umwQaMU9Li.jpg	[]	[{'iso_3166_1': 'FR', 'name': 'France'}]	2017-05-26	0	27	[{'iso_639_1': 'it', 'name': 'Italiano'}]	Released	In a wild landscape Vera and Matteo live their first date of love.	Two Youths Died	False	0.0	0
